or_code;or_siren;or_nom;or_type;or_activ;or_l331;or_siret;or_nometab;or_ad_code;or_nomvoie;or_numero;or_rep;or_local;or_postal;or_commune;or_telfixe;or_mail;or_comment;or_creadat;or_majdate;or_majsrc;or_abddate;or_abdsrc
OR033001001240;489699314;LIBTEL;Operateur;;LIBT;48969931400022;;;29 RUE FONNEUVE  33500 LIBOURNE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001241;502218241;Licence 4;Operateur;;INBO;50221824100011;;;C/O BOSS BURO EXPRESS 91 RUE FAUBOURG SAINT HONORE  75008 PARIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001242;528568132;Linea ;Operateur;;LINE;52856813200013;;;1005 ROUTE DES FONTAINES  38110 ST CLAIR DE LA TOUR;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001243;828535336;Link@p;Operateur;;LINP;82853533600014;;;10 RUE JEAN ROUXEL  44700 ORVAULT;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001244;430106278;Linkeo.com;Operateur;;LINK;43010627800087;;;29 RUE DU COLISEE  75008 PARIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001245;792140337;Links lab;Operateur;;LILA;79214033700017;;;33 RUE DE BELLISSEN  69340 FRANCHEVILLE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001246;499382547;Linksip;Operateur;;LISI;49938254700028;;;12 RUE BELFORT  69004 LYON;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001247;815109467;Linkt;Operateur;;PJT3;81510946700028;;;75 BOULEVARD HAUSSMANN  75008 PARIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001248;822510418;LinkToMe;Operateur;;LITO;82251041800020;;;ESPACE GAROSUD 48 RUE CLAUDE BALBASTRE  34070 MONTPELLIER;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001249;793339151;LIOPEN;Operateur;;LIOP;79333915100011;;;39 RUE DES LAURIERS  63100 CLERMONT-FERRAND;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001250; ;Lleida networks serveis telematics S.L;Operateur;;LLEI; ;;;PCITAL - EDIFICI H1 2A PLANTA   25003 LLEIDA   ESPAGNE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001251;453999534;LME;Operateur;;LME;45399953400028;;;20 AV DES FRERES MONTGOLFIER  69680 CHASSIEU;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001252;797802295;Local labs;Operateur;;LOBS;79780229500023;;;1 BOULEVARD CHARLES DE GAULLE  92700 COLOMBES;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001253; ;Localphone Limited;Operateur;;LONE; ;;;4 PARADISE STREET  S1 2DF SHEFFIELD   ROYAUME-UNI;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001254;482897881;LOGIC TELECOM;Operateur;;LOTE;48289788100017;;;9 RUE BENOIT MALON  92150 SURESNES;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001255;489892463;Logicek;Operateur;;LOEK;48989246300022;;;18 RUE DU JURA  68390 SAUSHEIM;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001256;439452053;LOGICIELNET;Operateur;;LOGI;43945205300028;;;PAVILLON BELTRAM DOMAINE DU PETIT ARBOIS BP 90090 13545 AIX EN PROVENCE  CEDEX 4;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001257;812827830;Loire Atlantique numérique;Operateur;;LOAN;81282783000017;;;3 QUAI CEINERAY CS 94109 44041 NANTES  CEDEX 1;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001258;794272724;Loiret THD;Operateur;;LOIR;79427272400012;;;40/42 QUAI DU POINT DU JOUR  92100 BOULOGNE BILLANCOURT;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001259;200046050;Loir-et-Cher Numérique;Operateur;;LCNU;20004605000015;;;HOTEL DU DEPARTEMENT PLACE DE LA REPUBLIQUE  41000 BLOIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001260;413441395;Long phone;Operateur;;LGPH;41344139500048;;;7 RUE LEO DELIBES  75116 PARIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001261;528368624;Lorraine data network;Operateur;;LORR;52836862400011;;;213 RUE DES VIGNERONS  54600 VILLERS LES NANCY;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001262;830959771;Losange;Operateur;;LOSA;83095977100015;;;BOULEVARD DU VAL-DE-VESLE PROLONGE  51500 SAINT-LEONARD;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001263;441683547;LOST OASIS;Operateur;;LOST;44168354700026;;;42 RUE LIANDIER  13008 MARSEILLE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001264;200044584;Lot et garonne numerique;Operateur;;LGNM;20004458400031;;;24 RUE DIDEROT  47031 AGEN;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001265;484287800;LOTIM TELECOM;Operateur;;LOTI;48428780000011;;;5 PARC METROTECH  42650 ST JEAN BONNEFONDS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001266;752238485;LPA;Operateur;;LPAL;75223848500011;;;13 BIS AVENUE DE LA MOTTE PICQUET  75007 PARIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001267;812635571;Lpconnect;Operateur;;LPCO;81263557100019;;;BURO CLUB GUADELOUPE IMMEUBLE SIMKEL 3617 BOULEVARD MARQUISAT DE HOUELBOURG  97122 BAIE-MAHAULT;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001268;528541287;LR NEW TECH;Operateur;;LRNT;52854128700017;;;L ALLIERE  72160 BEILLE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001269;487470593;LRJ INFO;Operateur;;LRJI;48747059300012;;;28 B AVENUE DU CHATEAU  77118 BALLOY;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001270; ;LSSI EUROPE LIMITED;Operateur;;LSSI; ;;;COMPASS POINT 79-87 KINGSTON ROAD   STAINES-UPON-THAMES MIDDLESEX TW16 7HT  ROYAUME-UNI;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001271;821831005;LTC technologies;Operateur;;LEOM;82183100500029;;;5 BOULEVARD VINCENT GACHE  44200 NANTES;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001272;494425283;LTI networks;Operateur;;TVIA;49442528300038;;;15 AVENUE DESCARTES  92350 LE PLESSIS ROBINSON;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001273; ;Ludico business & entertainment S.L.;Operateur;;LUDI; ;;;CALLE ODONNEL 16  28009 MADRID   ESPAGNE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001274;487432460;Lutece telecom;Operateur;;LUCE;48743246000037;;;LOT 207 100/108 AVENUE DU GENERAL LECLERC  93500 PANTIN;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001275; ;Luxnetwork;Operateur;;LUXN; ;;;31 RUE SCHORTGEN  L-3564 DUDELANGE   LUXEMBOURG;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001276;528332505;Lycamobile SARL;Operateur;;LYCA;52833250500015;;;23 RUE DE BERRI  75008 PARIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001277;813142353;Lyma;Operateur;;LYMA;81314235300016;;;193 RUE CECILE BRUNSCHVICG  38920 CROLLES;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001278;490990819;M Target;Operateur;;MTAR;49099081900032;;;IMMEUBLE “LES ARAVIS“ 44 RUE DE L OCCITANE  31670 LABEGE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001279;490493608;M.I telecom;Operateur;;MITE;49049360800023;;;14 RUE DU LAVOIR  19130 SAINT BONNET LA RIVIERE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001280;448716001;M2MSOF;Operateur;;M2MS;44871600100046;;;PARC D ACTIVITES DU TERLON 14 RUE DE L EUROPE  31850 MONTRABE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001281;825321003;Maboxinternet;Operateur;;MABO;82532100300014;;;5 RUE GAUTHIER  25530 VERCEL VILLEDIEU-LE-CAMP;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001282; ;MACHEEN LIMITED;Operateur;;MACH; ;;;5 NEW STREET SQUARE  EC4A 3TW LONDON   ROYAUME-UNI;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001283;504672064;MACS THD;Operateur;;MACS;50467206400012;;;40 QUAI DU POINT DU JOUR  92100 BOULOGNE BILLANCOURT;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001284;420956427;Magic fil telecom SAS;Operateur;;MARC;42095642700033;;;21 AVENUE EDOUARD BELIN  92500 RUEIL MALMAISON;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001285; ;MAIRIE D AUSSAC-VADALLE;Operateur;;MAV; ;;;MAIRIE  16560 AUSSAC-VADALLE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001286;213500242;MAIRIE DE BETTON;Operateur;;BETT;21350024200259;;;PLACE CHARLES DE GAULLE   35830 BETTON;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001287;217700582;Mairie de Bussy Saint-Georges;Operateur;;MA77;21770058200018;;;PLACE DE LA MAIRIE  77600 BUSSY SAINT-GEORGES;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001288; ;MAIRIE DE CHEVIGNY-SAINT-SAUVEUR;Operateur;;MA21; ;;;PLACE DU GENERAL DE GAULLE  BP 10020 21806 QUETIGNY  CEDEX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001289; ;MAIRIE DE COURMES;Operateur;;R197; ;;;HÔTEL DE VILLE - 83, PLACE DE LA MAIRI  06620 COURMES;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001290; ;Mairie de Croissy-sur-Seine;Operateur;;MA78; ;;;8 AVENUE DE VERDUN  78290 CROISSY-SUR-SEINE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001291;213500937;Mairie de Dinard;Operateur;;M358;21350093700015;;;47 BOULEVARD FEART  35800 DINARD;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001292;219722097;Mairie de Fort-de-France;Operateur;;MFFR;21972209700017;;;BOULEVARD DU GENERAL DE GAULLE  97200 FORT DE FRANCE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001293;211300702;Mairie de la Penne-sur-Huveaune;Operateur;;LPSH;21130070200019;;;14 BOULEVARD DE LA GARE  13821 LA PENNE-SUR-HUVEAUNE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001294;215502915;MAIRIE DE LIGNY-EN-BARROIS;Operateur;;LIGN;21550291500014;;;2 RUE DE STRASBOURG BP 34 55500 LIGNY-EN-BARROIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001295; ;MAIRIE DE MAGSTATT LE HAUT;Operateur;;MAGS; ;;;7, RUE DE FRANCE  68510 MAGSTATT LE HAUT;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001296; ;MAIRIE DE MONTMORENCY;Operateur;;MMOR; ;;;HÔTEL DE VILLE 2 AVENUE FOCH BP 70101 95162 MONTMORENCY  CEDEX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001297;213502107;MAIRIE DE PACE;Operateur;;MA35;21350210700013;;;11 AVENUE DE BRIZEUX BP 94138 35741 PACE  CEDEX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001298; ;MAIRIE DE PROVENCHERE;Operateur;;PROV; ;;;1 PLACE DE LA MAIRIE  70170 PROVENCHERE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001299; ;MAIRIE DE SAINT-BRESSON;Operateur;;R216; ;;;MAIRIE  30440 SAINT-BRESSON;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001300;213702145;Mairie de Saint-Cyr-sur-Loire;Operateur;;MA37;21370214500011;;;PARC DE LA PERRAUDIERE  BP 139 37541 SAINT-CYR-SUR-LOIRE  CEDEX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001301;218804136;MAIRIE DE SAINT-DIE-DES-VOSGES;Operateur;;SDDV;21880413600016;;;HÔTEL DE VILLE PLACE JULES FERRY BP 275 88107 SAINT-DIE-DES-VOSGES  CEDEX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001302;219300787;Mairie de Villepinte;Operateur;;MA93;21930078700013;;;PLACE DE LA MAIRIE  93420 VILLEPINTE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001303;214502346;Mairie d Orléans;Operateur;;MA45;21450234600015;;;MAIRIE 1 PLACE DE L ETAPE  45040 ORLEANS  CEDEX 1;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001304;814513511;Majordom ;Operateur;;MAJO;81451351100018;;;4EME ETAGE 5 COURS JEAN BALLARD  13001 MARSEILLE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001305;437582422;MAKINA CORPUS;Operateur;;MAKI;43758242200055;;;8 PLACE ANDRE ABBAL  31100 TOULOUSE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001306;814791554;Manche fibre;Operateur;;MAFI;81479155400011;;;9200 VOIE DES CLOUETS   27100 VAL-DE-REUIL;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001307;807958665;Manche haut débit;Operateur;;MAHD;80795866500018;;;ZA DE L ESTUAIRE 53 AVENUE DE LA PIERRE VALLEE  50220 POILLEY;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001308; ;Manche numérique;Operateur;;MNUM; ;;;ZONE DELTA 235 RUE JOSEPH CUGNOT  50000 ST LO;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001309;490074226;MANCHE TELECOM;Operateur;;MANC;49007422600013;;;40 QUAI DU POINT DU JOUR  92659 BOULOGNE BILLANCOURT  CEDEX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001310;790209001;Mancipoz @;Operateur;;MAOZ;79020900100011;;;ZAC DE CHANTELOT 22 AVENUE CHANTELOT  69520 GRIGNY;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001311;512676982;MANEVA CONSEIL;Operateur;;MANE;51267698200014;;;RÉS. LE BARACHOIS - B 4° ÉTG 11 RUE DU MAT DU PAVILLON  97400 SAINT DENIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001312;492486014;Manifone;Operateur;;LGC;49248601400037;;;PIBS 2 RUE HENRI BECQUEREL  56000 VANNES;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001313;449031574;MANYONES COM;Operateur;;MANY;44903157400014;;;3 RUE ERCKMANN CHATRIAN  75018 PARIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001314;751314717;MAORE MOBILE;Operateur;;MAOR;75131471700016;;;CHEZ AOIM - ZI KAWENI - RUE DE LA CASERNE BP 1217 97600 MAMOUDZOU;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001315; ;Marchex Europe;Operateur;;MAEU; ;;;FIRST FLOOR 14-18 CITY ROAD    CF243LD  CARDIFF   ROYAUME-UNI;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001316;433700648;Marlink SAS;Operateur;;VIZA;43370064800085;;;137 RUE DU FAUBOURG SAINT-DENIS  75010 PARIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001317;812512879;Marquein internet du Lauragais;Operateur;;MAIL;81251287900014;;;MAIRIE 2 RUE DE L EGLISE  11410 MARQUEIN;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001318;500748223;Martinique numerique;Operateur;;MANU;50074822300012;;;IMMEUBLE SDVI ZI LES MANGLES ACAJOU  97232 LE LAMENTIN;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001319;489978262;MARTINIQUE TELEPHONE MOBILE;Operateur;;MTPM;48997826200017;;;IMMEUBLE AVANTAGE - TEMPLUS 11, RUE DES ARTS ET MÉTIERS - DILLON S  97200 FORT-DE-FRANCE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001320;381406768;Martinique TV Câble;Operateur;;MTVC;38140676800030;;;ZI LA JAMBETTE  97232 LE LAMENTIN;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001321;501419899;MASEO;Operateur;;MASO;50141989900015;;;8 RUE DES ALLAMANDAS  97100 BASSE TERRE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001322; ;Masergy communications UK Limited;Operateur;;MASE; ;;;SALISBURY HOUSE 29 FINSBURY CIRCUS  EC2M 5QQ LONDON   ROYAUME-UNI;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001323;421013731;MASSELIN COMMUNICATION;Operateur;;MASS;42101373100029;;;ZI PORTE SUD 6 RUE ALFRED NOBEL BP 11 14123 IFS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001324;391870508;Massy Christian;Operateur;;MASY;39187050800036;;;38 PROMENADE DE L OUEST  89510 VERON;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001325;821739273;Master mind;Operateur;;MAST;82173927300018;;;37 RUE DE PARON  91370 VERRIERES-LE-BUISSON;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001326;527798086;MAX PC;Operateur;;MXPC;52779808600015;;;1 BIS AV CHARLES DE GAULLE  51510 FAGNIERES;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001327;789554714;MAXIMUS TELECOM;Operateur;;MAXI;78955471400012;;;2 BOULEVARD DE LA LIBERATION  93284 SAINT DENIS  CEDEX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001328; ;Mayenne très haut débit;Operateur;;MTHD; ;;;39 RUE MAZAGRAN BP 1429 53014 LAVAL;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001329;448324285;MBLOX FRANCE;Operateur;;MBLO;44832428500031;;;126 RUE REAUMUR  75002 PARIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001330;790687925;Mc infinity;Operateur;;MCIN;79068792500020;;;PARC DES PORTES DE PARIS 45 AVENUE VICTOR HUGO  93300 AUBERVILLIERS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001331;494391568;MCEM informatique;Operateur;;MCEM;49439156800032;;;71C BOULEVARD HARDY  93370 MONTFERMEIL;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001332;815016357;MCG Multimedia;Operateur;;MCGM;81501635700023;;;1 BIS RUE BLANQUI  03600 COMMENTRY;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001333; ;McKay brothers international;Operateur;;MCKA; ;;;1 AVENUE DE SAINT-PAUL  1223 COLOGNY   SUISSE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001334;504887720;MDTEC;Operateur;;MDTE;50488772000028;;;31 RUE PAUL EMILE VICTOR  17640 VAUX-SUR-MER;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001335; ;MED CABLE LTD;Operateur;;MEDC; ;;;20-22 BEDFORD ROW  WC1R 4JS LONDON   ROYAUME-UNI;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001336;481138998;MEDI@LYS;Operateur;;MEDA;48113899800010;;;40 QUAI DU POINT DU JOUR  92100 BOULOGNE BILLANCOURT;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001337;788470912;Media IP;Operateur;;MEIP;78847091200015;;;8B RUE DES MANDRIES  17138 SAINT-XANDRE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001338;751393968;Mediacom access;Operateur;;MEAC;75139396800019;;;3 RUE DE LA LIBERATION  95450 CONDECOURT;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001339;393078647;Mediactive ;Operateur;;MDVE;39307864700038;;;3 CITE PARADIS  75010 PARIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001340;437797970;Médias services océan indien;Operateur;;MSOI;43779797000021;;;3 RUE GABRIEL DE KERVEGUEN  97490 SAINTE-CLOTILDE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001341;803742972;Mediawifi;Operateur;;MEDIA;80374297200018;;;42 AVENUE DE ROCHEFORT  17400 ST JEAN D ANGELY;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001342;481047116;MELIS@ EXPLOITATION;Operateur;;MELI;48104711600019;;;14 BOULEVARD DE LAVOISIER  49000 ANGERS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001343;497870881;MELIS@ TERRITOIRES RURAUX;Operateur;;MTR;49787088100016;;;14 BOULEVARD DE LAVOISIER  49000 ANGERS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001344;505081703;Memonet;Operateur;;MEMO;50508170300017;;;ZONE INDUSTRIELLE OUEST 5 AVENUE DES ERABLES  54181 HEILLECOURT  CEDEX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001345;501843528;Menneteau-Deduit Franck Gilles;Operateur;;MEDE;50184352800032;;;2 ROUTE DE CROSSES  18340 SOYE EN SEPTAINE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001346;315335901;MERCKEL;Operateur;;MEEL;31533590100015;;;17 PLACE DE L EGLISE  57850 DABO;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001347;508050564;MERCURE26;Operateur;;MERC;50805056400014;;;1 RUE NICOLAS PEIRESC  83000 TOULON;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001348;434520458;MESTARI ABDELKADER (FACILEARETENIR.COM);Operateur;;MEST;43452045800028;;;4 RUE DU BARRY  48200 ST CHELY D APCHER;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001349;180060030;METEO FRANCE;Operateur;;MTOF;18006003001911;;;1 QUAI BRANLY  75340 PARIS  CEDEX 07;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001350;519628317;METEOR-NETWORK;Operateur;;MENE;51962831700017;;;40 R DU GEN MALLERET JOINVILLE  94400 VITRY SUR SEINE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001351;531527869;Météris;Operateur;;MEIS;53152786900014;;;12 ALLEE DES TILLEULS  77100 MEAUX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001352;801886060;Metro optic;Operateur;;MEOP;80188606000012;;;20 RUE LAFFITTE  75009 PARIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001353;801919481;Metroptic;Operateur;;MEIC;80191948100011;;;9200 VOIE DES CLOUETS  27100 VAL DE REUIL;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001354;430025791;MEXTY PRODUCTIONS;Operateur;;MEXT;43002579100012;;;41 RUE DE CRONSTADT  75015 PARIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001355; ;MI CARRIER SERVICES AB;Operateur;;MICA; ;;;BOX 1198   581 11 LINKOPING   SUEDE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001356;331430108;Micro & Services informatiques;Operateur;;MSIN;33143010800034;;;15 RUE JULES LAMMENS  59370 MONS-EN-BAROEUL;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001357;432471712;Micro puce salonaise;Operateur;;MPSA;43247171200054;;;ALLEE DES INFORMATICIENS 1140 RUE AMPERE ACTIMART U2  13290 AIX LES MILLES;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001358;398506253;Microcaz;Operateur;;MCAZ;39850625300093;;;ZAC DE LA POINTE 7 RUE DES FRENES  72190 SARGE LES LE MANS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001359;437944994;MICROFORME;Operateur;;R120;43794499400023;;;3 A RUE SAINT LOUIS  97413 CILAOS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001360; ;Microsoft Ireland operations limited;Operateur;;MSIO; ;;;70 SIR JOHN ROGERSON S QUAY    DUBLIN 2   IRLANDE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001361;484506563;Middle caribbean network;Operateur;;MCNW;48450656300010;;;ZI JARRY 44 RUE HENRI BECQUEREL  97122 BAIE-MAHAULT;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001362;790734644;Midicam sécurité;Operateur;;MISE;79073464400020;;;ZA LES MOLINIERES   12450 CALMONT;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001363;488176108;Midrange solutions & services;Operateur;;MIDR;48817610800030;;;BAT A 10 RUE LOUIS ARMAND  95120 ERMONT;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001364;831537360;Midway s network;Operateur;;MIDW;83153736000016;;;CHEZ M. IUNG NICOLAS 57 IMPASSE DES CHARMILLES  39570 COURLAOUX;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001365;393585336;Milelec;Operateur;;MILE;39358533600059;;;150 RUE PIERRE ET MARIE CURIE  34430 SAINTJEAN DE VEDAS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001366;811792852;Min thd;Operateur;;MINT;81179285200014;;;30 AVENUE EDOUARD BELIN  92500 RUEIL-MALMAISON;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001367;521910562;Mintaix;Operateur;;MIAX;52191056200011;;;BAT. B1 - ZI LES MILLES 115 RUE LOUIS ARMAND  13852 AIX E PROVENCE  CEDEX 3;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001368;443657457;Mise à Jour Informatique;Operateur;;MAJI;44365745700042;;;1 RUE BISSARDON  69300 CALUIRE ET CUIRE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001369;388185068;MISMO INFORMATIQUE;Operateur;;MISM;38818506800011;;;6 RUE DU TYROL  44240 LA CHAPELLE SUR ERDRE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001370;453205965;MISTER DVD;Operateur;;MDVD;45320596500016;;;ZAQ SAINT ESTEVE   13360 ROQUEVAIRE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001371;442000907;MIXID;Operateur;;R122;44200090700026;;;5 RUE DOAREN MOLAC  56610 ARRADON;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001372;532418910;MKS-Direct;Operateur;;MKSD;53241891000016;;;111 AVENUE VICTOR HUGO  75784 PARIS  CEDEX 16;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001373;808423073;ML2CI;Operateur;;ML2C;80842307300010;;;5 COURS NOLIVOS  97100 BASSE-TERRE;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001374;788794196;MLIVA TELECOM;Operateur;;MLIV;78879419600014;;;70 RN II MTSAPERE   97600 MAMOUDZOU;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001375;384007894;MMDS HYPERCABLE;Operateur;;R124;38400789400023;;;ZAC LA RONZE 81 RUE DES CARRIERES  69440 TALUYERS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001376;532257300;M-media ;Operateur;;MMED;53225730000014;;;154 CHEMIN DU MARI JAS  13790 PEYNIER;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001377;811262823;MMT;Operateur;;MMTT;81126282300016;;;11 RUE CHARLES NODIER  25000 BESANCON;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001378;491765483;MNC Mobile News Channel France;Operateur;;MNCM;49176548300038;;;93 RUE VIEILLE-DU-TEMPLE  75003 PARIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001379;521496729;Mobile systeme business;Operateur;;MOSB;52149672900018;;;4 RUE DU CINSAULT  34970 LATTES;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001380;524241072;Mobiquithings;Operateur;;MOQU;52424107200023;;;SOPHIA ANTIPOLIS 1300 ROUTE DES CRETES  06905 VALBONNE SOPHIA-ANTIPOLIS;;;;;;;;;2017-11-19 22:30:50;;;;
OR033001001381;491182770;Mobitech telecom;Operateur;;MOTE;49118277000033;;;LE PARC DE BRAIS 39 ROUTE DE FONDELINE  44600 SAINT-NAZAIRE;;;;;;;;;2017-11-19 22:30:50;;;;
